SampleNo,DriverGender,DriverAge,YearsLicensed,Licensed Age,WindscreenExtension,RentalCar,Alarm,GarageType,FinanceType,StandardExcess,LicenceType,CurrentInsurer,Modified,Num Claims,Num Claims in 3 years,Num Claims in 5 years,Vehicle Sum Insured,TypeOfUse,CoverType,ExistingPolicies,RoadsideRescue,Other Accessories,Additional Driver,AAMember_B,Start Date,Immobliser,HasPassengerFare,HasTradeUse,HCusinessUseType,IsACustomer,Vehicle Year,Make,Model,gd2000_xcoord,gd2000_ycoord,X_Coord,Y_Coord
2820,Male,16,0,16,No,No,Yes,Garage,NO,400,NZRESTRICTED,C,No,0,0,0,32743,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Ford,Ranger,171.7545304,-43.91472288,1500002.36,5136844.743
2821,Male,16,0,16,No,No,Yes,Street,Other,400,OTHER OVERSEAS,J,No,0,0,0,35775,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Mercedes-Benz,Vito,171.7490609,-43.91478435,1499563.319,5136831.279
2822,Female,23,7,16,No,No,Yes,Garage,NO,400,NZFULL,C,No,3,0,3,57297,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Land Rover,Discovery 4,171.7454691,-43.88506427,1499224.811,5140127.823
2823,Female,47,28,19,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,15107,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2007,Mitsubishi,Triton,170.4963664,-45.87865903,1405716.342,4916386.035
2824,Female,42,24,18,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,29783,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Toyota,Hilux,170.5152697,-45.86866313,1407148.631,4917542.462
2825,Female,24,6,18,No,No,Yes,H,Other,400,OTHER OVERSEAS,C,No,0,0,0,10025,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2005,Mazda,Mazda3,170.511407,-45.87091115,1406856.626,4917283.36
2826,Female,36,20,16,No,No,No,Garage,NO,400,NZFULL,G,No,0,0,0,17147,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2003,Toyota,Hilux,170.4896464,-45.88110812,1405203.439,4916097.548
2827,Male,33,14,19,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,33410,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Kia,Sorento,176.8627357,-39.63647765,1931510.932,5605454.412
2828,Female,33,14,19,No,No,No,Driveway,NO,400,NZFULL,J,No,0,0,0,14853,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Suzuki,Grand Vitara,176.8483786,-39.63350892,1930292.561,5605837.019
2829,Male,61,40,21,No,No,No,Carport,NO,400,NZFULL,J,No,0,0,0,4743,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2001,Kia,Sportage,176.8331415,-39.65322222,1928890.884,5603704.271
2830,Female,60,35,25,No,No,No,Carport,NO,400,NZFULL,H,No,3,2,2,24270,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Hyundai,Accent,176.8538312,-39.64120212,1930723.963,5604962.74
2831,Male,28,10,18,No,No,No,Carport,NO,400,NZFULL,C,No,0,0,0,13410,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2009,Nissan,Dualis,176.8569814,-39.63157205,1931040.366,5606020.344
2832,Female,29,11,18,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,33133,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Hyundai,Ix35,170.9729512,-45.09448043,1440500.39,5004555.168
2833,Female,19,0,19,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,27680,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2010,Toyota,Hilux,170.964348,-45.09609287,1439827.952,5004359.037
2834,Male,68,43,25,No,No,Yes,Garage,NO,400,NZFULL,A,No,0,0,0,74980,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,BMW,535i,170.9807244,-45.08471772,1441084.948,5005655
2835,Female,27,9,18,No,No,Yes,Garage,NO,400,NZRESTRICTED,G,No,0,0,0,98050,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Lexus,Rx450h,170.9711394,-45.11153028,1440405.357,5002657.538
2836,Male,27,8,19,No,No,No,Carport,NO,400,NZFULL,B,No,3,2,2,193550,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Porsche,911,170.9219664,-45.08091832,1436449.908,5005959.934
2837,Male,63,32,31,No,No,No,Carport,AA Finance,400,NZFULL,C,No,0,0,0,19650,Company Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Nissan,Nv200,170.9428044,-45.0942674,1438127.67,5004518.925
2838,Female,17,0,17,No,No,No,Driveway,NO,400,NZFULL,F,No,0,0,0,34550,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Hyundai,I40,173.2628607,-41.27688586,1622014.225,5430471.926
2839,Female,32,14,18,No,No,No,Carport,NO,400,NZFULL,F,No,0,0,0,40900,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Mitsubishi,Triton,173.2659471,-41.26859824,1622275.524,5431391.189
2840,Female,21,2,19,No,No,No,Driveway,NO,400,NZFULL,C,No,0,0,0,14290,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Holden,Cruze,173.2703669,-41.26939651,1622645.447,5431301.426
2841,Male,57,40,17,No,No,No,Driveway,NO,400,NZFULL,H,No,2,0,1,109350,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2019,Lexus,Rx450hl,174.0899927,-39.07028627,1694292.11,5674858.294
2842,Male,52,20,32,No,No,Yes,Street,Other,400,OTHER OVERSEAS,E,No,0,0,0,89750,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,BMW,435i,174.0790828,-39.05609562,1693366.996,5676444.382
2843,Male,49,20,29,No,No,No,Driveway,NO,400,NZFULL,J,No,0,0,0,38700,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Ford,Ranger,174.0570806,-39.07738057,1691435.755,5674104.621
2844,Male,16,0,16,No,No,No,Carport,Other,400,NZFULL,B,No,0,0,0,47840,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Ford,Transit Custom,174.0397939,-39.08743363,1689927.684,5673006.219
2845,Female,30,13,17,No,No,No,Driveway,NO,400,NZFULL,G,No,0,0,0,35950,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Subaru,Outback,174.0682362,-39.09344537,1692379.76,5672310.52
2846,Female,38,19,19,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,42520,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Toyota,Hilux,174.0763481,-39.06920877,1693113.143,5674991.937
2847,Female,36,20,16,No,No,No,Garage,NO,400,NZFULL,E,No,0,0,0,8330,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2001,Toyota,Hilux,174.0820074,-39.06010407,1693614.758,5675996.532
2848,Male,46,28,18,No,No,No,Garage,NO,400,NZFULL,D,No,0,0,0,23770,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Toyota,Rav4,170.9538656,-45.10769422,1439035.777,5003049.435
2849,Male,29,10,19,No,No,Yes,Garage,NO,400,NZFULL,D,No,0,0,0,28800,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Toyota,Rav4,170.9594923,-45.11172045,1439489.705,5002613.352
2850,Male,64,36,28,No,No,No,Garage,NO,400,NZFULL,A,No,0,0,0,57480,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Volkswagen,Amarok,170.9540248,-45.09996427,1439026.57,5003908.466
2851,Male,55,33,22,No,No,Yes,Street,Other,400,OTHER OVERSEAS,C,No,3,2,3,26125,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Ford,Transit,170.9716224,-45.07452688,1440340.239,5006769.163
2852,Female,29,12,17,No,No,No,Carport,NO,400,NZFULL,C,No,0,0,0,11730,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Nissan,Micra,170.9676586,-45.10465605,1440112.352,5003414.314
2853,Female,33,16,17,No,No,No,Driveway,NO,400,NZFULL,B,No,0,0,0,26093,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Honda,Euro Civic,170.985664,-45.07977203,1441460.006,5006214.105
2854,Male,48,30,18,No,No,No,Driveway,NO,400,NZFULL,E,No,0,0,0,11037,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Suzuki,Swift,171.2306104,-44.39575227,1459086.591,5082647.825
2855,Female,33,14,19,No,No,No,Carport,NO,400,NZFULL,A,No,0,0,0,29270,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Toyota,Rav4,171.240013,-44.38828648,1459817.589,5083493.24
2856,Female,42,21,21,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,15633,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Suzuki,Swift,171.2409063,-44.4063934,1459931.956,5081483.512
2857,Male,32,14,18,No,No,Yes,Garage,NO,400,NZRESTRICTED,G,No,0,0,0,24110,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Ssangyong,Actyon,171.2475336,-44.40642693,1460459.739,5081491.106
2858,Female,16,0,16,No,No,No,Garage,NO,400,NZFULL,J,No,3,2,3,31000,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Mitsubishi,Asx,171.2288892,-44.40709432,1458976.771,5081385.022
2859,Male,18,0,18,No,No,No,Garage,NO,400,NZFULL,F,No,0,0,0,50800,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2019,Lexus,Ux200,171.2139186,-44.39285432,1457750.231,5082940.854
2860,Female,48,6,42,No,No,No,Garage,NO,400,NZFULL,F,No,0,0,0,46160,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,BMW,M235i,171.2553393,-44.3986338,1461062.824,5082370.019
2861,Male,29,11,18,No,No,No,Garage,NO,400,NZFULL,J,No,0,0,0,25377,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Nissan,Navara St,171.2384827,-44.36996408,1459651.925,5085525.806
2862,Female,16,0,16,No,No,No,Driveway,NO,400,NZFULL,C,No,3,2,3,46000,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Holden,Ute,170.4624609,-45.91572503,1403216.357,4912184.801
2863,Female,19,1,18,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,15857,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Suzuki,Jimny,170.4769698,-45.89734323,1404276.855,4914262.766
2864,Male,24,6,18,No,No,Yes,Garage,NO,400,NZLEARNERS,F,No,0,0,0,20700,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Honda,Accord,170.5001931,-45.89931515,1406085.227,4914100.423
2865,Male,35,16,19,No,No,Yes,Garage,NO,400,NZRESTRICTED,B,No,0,0,0,10660,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Hyundai,Accent,170.4719367,-45.9072477,1403921.313,4913149.996
2866,Male,26,8,18,No,No,No,Garage,NO,400,NZFULL,F,No,2,1,2,17067,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Holden,Barina,170.4933309,-45.9039125,1405568.982,4913572.938
2867,Male,24,3,21,No,No,No,Garage,NO,400,NZFULL,B,No,0,0,0,32520,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Toyota,Landcruiser Prado,174.3580642,-35.74900665,1722789.453,6043039.51
2868,Female,34,15,19,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,30093,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Toyota,Aurion,174.3104777,-35.72571328,1718521.194,6045681.741
2869,Female,45,22,23,No,No,No,Driveway,NO,400,NZFULL,C,No,0,0,0,26657,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Nissan,Navara Rx,174.3685706,-35.76946295,1723707.77,6040757.283
2870,Male,16,0,16,No,No,No,Garage,NO,400,NZFULL,G,No,0,0,0,11407,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2007,Mitsubishi,Triton,174.3221023,-35.73744388,1719555.06,6044366.486
2871,Male,45,27,18,No,No,No,Driveway,NO,400,NZFULL,E,No,0,0,0,16583,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2007,Nissan,Pathfinder,174.7352566,-36.80223477,1754801.995,5925661.475
2872,Male,58,38,20,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,22590,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Holden,Cruze,174.7365545,-36.78864788,1754945.163,5927166.756
2873,Female,36,20,16,No,No,Yes,Garage,NO,400,NZRESTRICTED,F,No,0,0,0,42440,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Hyundai,Sonata,174.7298974,-36.7715071,1754385.515,5929079.18
2874,Female,68,49,19,No,No,No,Driveway,NO,400,NZFULL,G,No,0,0,0,35700,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Mitsubishi,Triton,174.7261511,-36.79460505,1754004.904,5926522.65
2875,Female,20,0,20,No,No,Yes,H,Other,400,OTHER OVERSEAS,G,No,0,0,0,26475,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Mazda,Bt-50,174.7266317,-36.7676155,1754101.832,5929516.192
2876,Male,18,0,18,No,No,No,Driveway,NO,400,NZFULL,B,No,0,0,0,45050,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Mazda,Bt-50,174.701377,-36.7804749,1751822.29,5928129.907
2877,Male,37,18,19,No,No,No,Carport,NO,400,NZFULL,H,No,0,0,0,27835,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Hyundai,Santa Fe,174.728006,-36.76256513,1754234.616,5930074.282
2878,Female,42,24,18,No,No,No,Garage,NO,400,NZFULL,J,No,2,2,2,29000,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2019,Toyota,Hilux,174.7305515,-36.7811141,1754424.617,5928012.29
2879,Male,22,3,19,No,No,No,Carport,NO,400,NZFULL,A,No,0,0,0,20223,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Kia,Rio,174.7238544,-36.77996293,1753829.255,5928150.796
2880,Female,57,39,18,No,No,No,Carport,NO,400,NZFULL,E,No,0,0,0,52240,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Lexus,Ux250h,174.7055319,-36.7735442,1752206.791,5928892.218
2881,Male,21,3,18,No,No,Yes,Garage,NO,400,NZRESTRICTED,E,No,0,0,0,6413,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2005,Suzuki,Swift,174.7079769,-36.78657413,1752399.2,5927442.743
2882,Male,24,6,18,No,No,No,Garage,NO,400,NZFULL,D,No,0,0,0,70160,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Toyota,Landcruiser Prado,174.7162372,-36.78944418,1753130.598,5927111.136
2883,Male,58,39,19,No,No,Yes,Garage,NO,400,NZLEARNERS,A,No,0,0,0,15830,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Ford,Fiesta,174.7277531,-36.75713047,1754222.926,5930677.628
2884,Female,30,11,19,No,No,No,Garage,NO,400,NZFULL,F,No,0,0,0,26647,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Mazda,Bt-50,174.7155363,-36.7846573,1753077.581,5927643.331
2885,Female,23,1,22,No,No,Yes,Garage,Other,400,NZRESTRICTED,H,No,0,0,0,15917,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2009,Holden,Commodore,174.7315146,-36.75847615,1754556.014,5930522.266
2886,Female,32,14,18,No,No,Yes,Garage,NO,400,NZLEARNERS,J,No,3,0,2,35063,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Ssangyong,Rexton,174.6863825,-36.76678042,1750510.924,5929672.905
2887,Male,45,26,19,No,No,No,Carport,NO,400,NZFULL,A,No,0,0,0,39000,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Skoda,Octavia,174.6867615,-36.76163505,1750554.814,5930243.149
2888,Female,49,15,34,No,No,Yes,Garage,NO,400,NZRESTRICTED,B,No,0,0,0,30213,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Mazda,Bt-50,174.6815731,-36.77655475,1750062.589,5928596.069
2889,Male,43,24,19,No,No,Yes,Street,Other,400,OTHER OVERSEAS,A,No,0,0,0,90625,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Nissan,Patrol,174.6851369,-36.7637008,1750405.761,5930016.524
2890,Male,48,30,18,No,No,No,Carport,Other,400,NZFULL,G,No,0,0,0,21610,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Subaru,Xv,174.6958997,-36.7620107,1751369.79,5930187.058
2891,Male,27,10,17,No,No,No,Driveway,NO,400,NZFULL,C,No,0,0,0,37950,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Hyundai,I40,174.6704158,-36.76834747,1749082.733,5929524.048
2892,Female,51,32,19,No,No,No,Garage,NO,400,NZFULL,B,No,0,0,0,27413,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Volkswagen,Crafter,174.6728539,-36.77826188,1749281.118,5928420.317
2893,Male,17,0,17,No,No,Yes,Garage,NO,400,NZRESTRICTED,G,No,0,0,0,25953,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Subaru,Xv,174.6898376,-36.76820673,1750816.526,5929509.226
2894,Female,42,23,19,No,No,No,Carport,Other,400,NZFULL,G,No,0,0,0,48440,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Mitsubishi,Triton,174.6917176,-36.76411423,1750992.355,5929960.294
2895,Female,42,19,23,No,No,No,Driveway,NO,400,NZFULL,H,No,3,2,3,25867,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2009,Jaguar,Xf,174.6742514,-36.77040047,1749421.099,5929290.3
2896,Male,25,9,16,No,No,No,Carport,Other,400,NZFULL,F,No,0,0,0,30563,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Hyundai,Iload,174.776495,-36.614183,1758867.985,5946456.965
2897,Female,30,12,18,No,No,No,Garage,NO,400,NZFULL,C,No,0,0,0,17500,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Mazda,Mazda2,174.752587,-36.637122,1756683.295,5943951.369
2898,Male,21,0,21,No,No,Yes,Street,Other,400,OTHER OVERSEAS,H,No,0,0,0,14200,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Nissan,Navara Dx,174.7440816,-36.74056196,1755714.059,5932489.357
2899,Male,51,33,18,No,No,No,Garage,NO,400,NZFULL,J,No,0,0,0,11273,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Suzuki,Celerio,174.7397727,-36.7184115,1755373.959,5934953.792
2900,Male,25,7,18,No,No,No,Driveway,NO,400,NZFULL,J,No,1,1,1,47240,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Mazda,Mazda6,174.7384865,-36.71166185,1755272.67,5935704.701
2901,Female,16,0,16,No,No,No,Driveway,NO,400,NZFULL,G,No,0,0,0,46400,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Toyota,Rav4,174.6908349,-36.77298497,1750896.174,5928977.542
2902,Female,35,10,25,No,No,No,Garage,NO,400,NZFULL,G,No,0,0,0,17963,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2008,Holden,Calais,174.6805281,-36.77748418,1749967.515,5928494.594
2903,Male,75,57,18,No,No,Yes,Garage,NO,400,NZFULL,E,No,0,0,0,12550,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Hyundai,I20,174.7475517,-36.7126092,1756080.482,5935584.87
2904,Female,21,0,21,No,No,Yes,Garage,NO,400,NZRESTRICTED,G,No,0,0,0,29773,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Mazda,Bt-50,174.7135728,-36.7631297,1752945.137,5930034.812
2905,Female,18,1,17,No,No,No,Driveway,NO,400,NZFULL,A,No,0,0,0,22850,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Kia,Cerato,174.6941879,-36.770986,1751199.359,5929194.02
2906,Male,25,7,18,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,25873,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Honda,Crv,174.6880479,-36.76492768,1750663.201,5929875.832
2907,Female,28,9,19,No,No,No,Garage,NO,400,NZFULL,F,No,0,0,0,12033,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Mazda,Mazda2,174.6886432,-36.77697035,1750692.759,5928538.847
2908,Male,31,10,21,No,No,Yes,Garage,NO,400,NZFULL,H,No,4,3,4,18380,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Hyundai,Ix35,174.6865088,-36.76465788,1750526.348,5929908.186
2909,Male,46,28,18,No,No,Yes,Street,Other,400,OTHER OVERSEAS,G,No,0,0,0,45700,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2019,Nissan,Navara St-X,174.6834263,-36.77275942,1750235.39,5929014.224
2910,Male,42,23,19,No,No,No,Driveway,NO,400,NZFULL,E,No,0,0,0,52900,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Nissan,Pathfinder,174.6890901,-36.77250178,1750741.395,5929033.899
2911,Female,45,26,19,No,No,No,Driveway,NO,400,NZFULL,H,No,1,1,1,51280,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2019,Nissan,Navara St-X,174.6837763,-36.7681527,1750275.621,5929524.756
2912,Female,24,6,18,No,No,Yes,Garage,NO,400,NZLEARNERS,C,No,0,0,0,15950,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Mitsubishi,Triton,174.6877061,-36.7731715,1750616.561,5928961.778
2913,Female,50,31,19,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,22440,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Mazda,Mazda2,174.6881296,-36.76189987,1750676.418,5930211.616
2914,Male,30,12,18,No,No,Yes,Street,Other,400,OTHER OVERSEAS,A,No,0,0,0,36450,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Toyota,Rav4,174.6727456,-36.7766666,1749274.547,5928597.47
2915,Female,42,22,20,No,No,Yes,Garage,NO,400,NZRESTRICTED,B,No,0,0,0,24550,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Holden,Commodore,174.6671183,-36.7701364,1748784.954,5929330.713
2916,Female,51,27,24,No,No,No,Driveway,NO,400,NZFULL,J,No,0,0,0,19893,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2010,Honda,Crv,174.6685748,-36.77691588,1748901.836,5928576.315
2917,Male,30,12,18,No,No,Yes,Street,Other,400,OTHER OVERSEAS,F,No,0,0,0,26550,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Nissan,Navara St-X,174.6850758,-36.76885202,1750390.244,5929445.13
2918,Male,18,1,17,No,No,No,Driveway,NO,400,NZFULL,B,No,0,0,0,39033,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Ford,Transit Custom,174.7054836,-36.7628501,1752223.626,5930078.73
2919,Male,16,0,16,No,No,Yes,Garage,NO,400,NZLEARNERS,H,No,0,0,0,22725,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Hyundai,Accent,174.7072728,-36.76300567,1752383.028,5930058.623
2920,Male,33,14,19,No,No,Yes,Garage,NO,400,NZLEARNERS,B,No,4,3,3,12113,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Suzuki,Swift,174.6695838,-36.76532365,1749014.325,5929860.814
2921,Female,28,9,19,No,No,Yes,Garage,NO,400,NZRESTRICTED,B,No,0,0,0,9790,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2008,Mazda,Mazda6,174.6946067,-36.7695602,1751239.54,5929351.54
2922,Male,33,14,19,No,No,No,Carport,Other,400,NZFULL,E,No,0,0,0,51360,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Volkswagen,Amarok,174.685882,-36.7652714,1750469.2,5929841.106
2923,Female,20,1,19,No,No,No,Driveway,NO,400,NZFULL,B,No,0,0,0,8477,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2007,Suzuki,Sx4,174.6933847,-36.76627975,1751136.911,5929717.413
2924,Male,40,22,18,No,No,No,Driveway,NO,400,NZFULL,B,No,1,1,1,39007,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Ford,Ranger,174.6788756,-36.77376408,1749827.279,5928909.901
2925,Female,22,4,18,No,No,No,Driveway,NO,400,NZFULL,B,No,0,0,0,12367,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2003,Mini,Cooper,174.7041265,-36.76413658,1752099.946,5929938.162
